threshold,cost,tn,fp,fn,tp,precision,recall,model
0.4349489795918367,32160,82979,2316,18,130,0.053147996729354045,0.8783783783783784,Logistic
0.4248571428571428,33120,82883,2412,18,130,0.05114083398898505,0.8783783783783784,Logistic
0.41476530612244894,34100,82785,2510,18,130,0.04924242424242424,0.8783783783783784,Logistic
0.40467346938775506,35060,82689,2606,18,130,0.04751461988304093,0.8783783783783784,Logistic
0.3945816326530612,36270,82568,2727,18,130,0.04550227511375569,0.8783783783783784,Logistic
0.3844897959183673,37320,82463,2832,18,130,0.04388926401080351,0.8783783783783784,Logistic
0.37439795918367347,38450,82350,2945,18,130,0.04227642276422764,0.8783783783783784,Logistic
0.3643061224489796,39420,82203,3092,17,131,0.04064536146447409,0.8851351351351351,Logistic
0.3542142857142857,40740,82071,3224,17,131,0.03904619970193741,0.8851351351351351,Logistic
0.3441224489795918,42020,81943,3352,17,131,0.037611254665518234,0.8851351351351351,Logistic
0.33403061224489794,43850,81760,3535,17,131,0.03573376977632297,0.8851351351351351,Logistic
0.32393877551020406,44880,81607,3688,16,132,0.03455497382198953,0.8918918918918919,Logistic
0.3138469387755102,45980,81447,3848,15,133,0.03340869128359709,0.8986486486486487,Logistic
0.3037551020408163,47790,81266,4029,15,133,0.03195579048534358,0.8986486486486487,Logistic
0.2936632653061224,49830,81062,4233,15,133,0.030462666055886396,0.8986486486486487,Logistic
0.28357142857142853,52000,80845,4450,15,133,0.02902029238490072,0.8986486486486487,Logistic
0.27347959183673465,54080,80637,4658,15,133,0.02776038405343352,0.8986486486486487,Logistic
0.2633877551020408,56250,80420,4875,15,133,0.02655750798722045,0.8986486486486487,Logistic
0.25329591836734694,58180,80177,5118,14,134,0.025514089870525513,0.9054054054054054,Logistic
0.24320408163265306,60850,79910,5385,14,134,0.024279760826236636,0.9054054054054054,Logistic
0.23311224489795918,63850,79610,5685,14,134,0.023028011685856678,0.9054054054054054,Logistic
0.2230204081632653,66950,79300,5995,14,134,0.02186327296459455,0.9054054054054054,Logistic
0.2129285714285714,70190,78976,6319,14,134,0.020765535409886873,0.9054054054054054,Logistic
0.20283673469387753,73470,78598,6697,13,135,0.019759953161592507,0.9121621621621622,Logistic
0.19274489795918365,77670,78178,7117,13,135,0.018615554329840044,0.9121621621621622,Logistic
0.1826530612244898,82280,77717,7578,13,135,0.01750291715285881,0.9121621621621622,Logistic
0.1725612244897959,86880,77207,8088,12,136,0.016536964980544747,0.918918918918919,Logistic
0.16246938775510203,91950,76650,8645,11,137,0.015600091095422455,0.9256756756756757,Logistic
0.15237755102040815,97370,76058,9237,10,138,0.01472,0.9324324324324325,Logistic
0.14228571428571427,104090,75386,9909,10,138,0.013735443415945058,0.9324324324324325,Logistic
0.1321938775510204,111530,74642,10653,10,138,0.012788434806783431,0.9324324324324325,Logistic
0.12210204081632653,119730,73772,11523,9,139,0.011919053335619963,0.9391891891891891,Logistic
0.11201020408163265,129720,72773,12522,9,139,0.010978595687544428,0.9391891891891891,Logistic
0.10191836734693877,141150,71630,13665,9,139,0.010069545059403072,0.9391891891891891,Logistic
0.0918265306122449,154860,70259,15036,9,139,0.009159802306425041,0.9391891891891891,Logistic
0.08173469387755102,170750,68670,16625,9,139,0.008291577189214985,0.9391891891891891,Logistic
0.07164285714285713,190030,66742,18553,9,139,0.007436336400599187,0.9391891891891891,Logistic
0.061551020408163265,213700,64375,20920,9,139,0.006600503347737309,0.9391891891891891,Logistic
0.05145918367346938,242240,61421,23874,7,141,0.0058713304184884445,0.9527027027027027,Logistic
0.04136734693877551,280590,57486,27809,5,143,0.005115912993703492,0.9662162162162162,Logistic
0.03127551020408163,333750,52120,33175,4,144,0.004321858399111618,0.972972972972973,Logistic
0.021183673469387754,410340,44411,40884,3,145,0.003534085646737673,0.9797297297297297,Logistic
0.011091836734693876,526730,32672,52623,1,147,0.002785673678226265,0.9932432432432432,Logistic
0.001,771620,8183,77112,1,147,0.0019026909486273443,0.9932432432432432,Logistic
0.0918265306122449,13470,85248,47,26,122,0.7218934911242604,0.8243243243243243,GradientBoosting
0.08173469387755102,13490,85246,49,26,122,0.7134502923976608,0.8243243243243243,GradientBoosting
0.07164285714285713,13500,85245,50,26,122,0.7093023255813954,0.8243243243243243,GradientBoosting
0.061551020408163265,13530,85242,53,26,122,0.6971428571428572,0.8243243243243243,GradientBoosting
0.05145918367346938,13560,85239,56,26,122,0.6853932584269663,0.8243243243243243,GradientBoosting
0.04136734693877551,13600,85235,60,26,122,0.6703296703296703,0.8243243243243243,GradientBoosting
0.03127551020408163,13630,85232,63,26,122,0.6594594594594595,0.8243243243243243,GradientBoosting
0.021183673469387754,13740,85221,74,26,122,0.6224489795918368,0.8243243243243243,GradientBoosting
0.10191836734693877,13970,85248,47,27,121,0.7202380952380952,0.8175675675675675,GradientBoosting
0.011091836734693876,14100,85185,110,26,122,0.5258620689655172,0.8243243243243243,GradientBoosting
0.4248571428571428,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.41476530612244894,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.40467346938775506,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.3945816326530612,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.49549999999999994,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.3643061224489796,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.3542142857142857,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.4349489795918367,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.37439795918367347,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.4450408163265306,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.5156836734693877,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.46522448979591835,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.47531632653061223,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.4854081632653061,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.5055918367346939,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.3441224489795918,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.5257755102040816,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.5358673469387755,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.5459591836734693,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.5560510204081632,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.45513265306122447,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.33403061224489794,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.3844897959183673,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.3138469387755102,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.3037551020408163,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.2936632653061224,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.28357142857142853,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.27347959183673465,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.32393877551020406,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.2633877551020408,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.25329591836734694,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.20283673469387753,14440,85251,44,28,120,0.7317073170731707,0.8108108108108109,GradientBoosting
0.2129285714285714,14440,85251,44,28,120,0.7317073170731707,0.8108108108108109,GradientBoosting
0.2230204081632653,14440,85251,44,28,120,0.7317073170731707,0.8108108108108109,GradientBoosting
0.23311224489795918,14440,85251,44,28,120,0.7317073170731707,0.8108108108108109,GradientBoosting
0.24320408163265306,14440,85251,44,28,120,0.7317073170731707,0.8108108108108109,GradientBoosting
0.19274489795918365,14450,85250,45,28,120,0.7272727272727273,0.8108108108108109,GradientBoosting
0.1826530612244898,14450,85250,45,28,120,0.7272727272727273,0.8108108108108109,GradientBoosting
0.1725612244897959,14450,85250,45,28,120,0.7272727272727273,0.8108108108108109,GradientBoosting
0.16246938775510203,14450,85250,45,28,120,0.7272727272727273,0.8108108108108109,GradientBoosting
0.15237755102040815,14450,85250,45,28,120,0.7272727272727273,0.8108108108108109,GradientBoosting
0.14228571428571427,14450,85250,45,28,120,0.7272727272727273,0.8108108108108109,GradientBoosting
0.1321938775510204,14450,85250,45,28,120,0.7272727272727273,0.8108108108108109,GradientBoosting
0.12210204081632653,14460,85249,46,28,120,0.7228915662650602,0.8108108108108109,GradientBoosting
0.11201020408163265,14470,85248,47,28,120,0.718562874251497,0.8108108108108109,GradientBoosting
0.5661428571428571,14930,85252,43,29,119,0.7345679012345679,0.8040540540540541,GradientBoosting
0.576234693877551,14930,85252,43,29,119,0.7345679012345679,0.8040540540540541,GradientBoosting
0.5863265306122448,15430,85252,43,30,118,0.7329192546583851,0.7972972972972973,GradientBoosting
0.5964183673469388,15430,85252,43,30,118,0.7329192546583851,0.7972972972972973,GradientBoosting
0.7175204081632652,15910,85254,41,31,117,0.740506329113924,0.7905405405405406,GradientBoosting
0.7074285714285714,15910,85254,41,31,117,0.740506329113924,0.7905405405405406,GradientBoosting
0.6973367346938775,15910,85254,41,31,117,0.740506329113924,0.7905405405405406,GradientBoosting
0.6872448979591836,15910,85254,41,31,117,0.740506329113924,0.7905405405405406,GradientBoosting
0.6670612244897959,15920,85253,42,31,117,0.7358490566037735,0.7905405405405406,GradientBoosting
0.6771530612244897,15920,85253,42,31,117,0.7358490566037735,0.7905405405405406,GradientBoosting
0.6468775510204081,15920,85253,42,31,117,0.7358490566037735,0.7905405405405406,GradientBoosting
0.6367857142857143,15920,85253,42,31,117,0.7358490566037735,0.7905405405405406,GradientBoosting
0.6266938775510204,15920,85253,42,31,117,0.7358490566037735,0.7905405405405406,GradientBoosting
0.6569693877551019,15920,85253,42,31,117,0.7358490566037735,0.7905405405405406,GradientBoosting
0.6166020408163265,15930,85252,43,31,117,0.73125,0.7905405405405406,GradientBoosting
0.6065102040816326,15930,85252,43,31,117,0.73125,0.7905405405405406,GradientBoosting
0.7276122448979592,16410,85254,41,32,116,0.7388535031847133,0.7837837837837838,GradientBoosting
0.737704081632653,16410,85254,41,32,116,0.7388535031847133,0.7837837837837838,GradientBoosting
0.7578877551020408,16910,85254,41,33,115,0.7371794871794872,0.777027027027027,GradientBoosting
0.7679795918367346,16910,85254,41,33,115,0.7371794871794872,0.777027027027027,GradientBoosting
0.7477959183673469,16910,85254,41,33,115,0.7371794871794872,0.777027027027027,GradientBoosting
0.7780714285714285,16910,85254,41,33,115,0.7371794871794872,0.777027027027027,GradientBoosting
0.7881632653061224,17410,85254,41,34,114,0.7354838709677419,0.7702702702702703,GradientBoosting
0.001,17790,84716,579,24,124,0.1763869132290185,0.8378378378378378,GradientBoosting
0.7982551020408163,17900,85255,40,35,113,0.738562091503268,0.7635135135135135,GradientBoosting
0.8083469387755101,17900,85255,40,35,113,0.738562091503268,0.7635135135135135,GradientBoosting
0.818438775510204,18400,85255,40,36,112,0.7368421052631579,0.7567567567567568,GradientBoosting
0.8285306122448979,18400,85255,40,36,112,0.7368421052631579,0.7567567567567568,GradientBoosting
0.8386224489795918,18900,85255,40,37,111,0.7350993377483444,0.75,GradientBoosting
0.8487142857142856,19400,85255,40,38,110,0.7333333333333333,0.7432432432432432,GradientBoosting
0.8588061224489796,19400,85255,40,38,110,0.7333333333333333,0.7432432432432432,GradientBoosting
0.8688979591836734,19900,85255,40,39,109,0.7315436241610739,0.7364864864864865,GradientBoosting
0.99,20370,85258,37,40,108,0.7448275862068966,0.7297297297297297,GradientBoosting
0.979908163265306,20380,85257,38,40,108,0.7397260273972602,0.7297297297297297,GradientBoosting
0.9698163265306122,20380,85257,38,40,108,0.7397260273972602,0.7297297297297297,GradientBoosting
0.9597244897959183,20390,85256,39,40,108,0.7346938775510204,0.7297297297297297,GradientBoosting
0.899173469387755,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.9092653061224489,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.9193571428571428,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.9294489795918367,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.9395408163265305,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.9496326530612245,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.8789897959183672,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.8890816326530612,20400,85255,40,40,108,0.7297297297297297,0.7297297297297297,GradientBoosting
0.49549999999999994,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7175204081632652,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7074285714285714,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6973367346938775,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6872448979591836,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6771530612244897,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6670612244897959,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6569693877551019,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6468775510204081,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6367857142857143,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6266938775510204,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6166020408163265,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.6065102040816326,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5964183673469388,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5863265306122448,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.576234693877551,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5661428571428571,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5560510204081632,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5459591836734693,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5358673469387755,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5257755102040816,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5156836734693877,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7276122448979592,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.5055918367346939,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.737704081632653,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7578877551020408,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.9698163265306122,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.9597244897959183,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.9496326530612245,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.9395408163265305,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.9294489795918367,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.9193571428571428,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.9092653061224489,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.899173469387755,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8890816326530612,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8789897959183672,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8688979591836734,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8588061224489796,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8487142857142856,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8386224489795918,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8285306122448979,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.818438775510204,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.8083469387755101,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7982551020408163,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7881632653061224,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7780714285714285,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7679795918367346,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.7477959183673469,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.979908163265306,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.99,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.47531632653061223,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.2633877551020408,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.25329591836734694,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.24320408163265306,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.4854081632653061,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.2230204081632653,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.2129285714285714,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.20283673469387753,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.19274489795918365,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.1826530612244898,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.1725612244897959,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.16246938775510203,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.15237755102040815,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.14228571428571427,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.1321938775510204,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.12210204081632653,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.27347959183673465,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.28357142857142853,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.23311224489795918,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.3037551020408163,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.46522448979591835,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.45513265306122447,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.2936632653061224,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.4349489795918367,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.4248571428571428,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.41476530612244894,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.40467346938775506,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.3945816326530612,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.4450408163265306,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.37439795918367347,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.3643061224489796,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.3542142857142857,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.3441224489795918,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.33403061224489794,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.32393877551020406,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.3138469387755102,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.3844897959183673,27980,83947,1348,29,119,0.08111792774369461,0.8040540540540541,LightGBM
0.011091836734693876,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.021183673469387754,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.03127551020408163,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.04136734693877551,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.05145918367346938,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.0918265306122449,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.07164285714285713,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.08173469387755102,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.10191836734693877,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.11201020408163265,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.061551020408163265,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
0.001,27990,83946,1349,29,119,0.08106267029972752,0.8040540540540541,LightGBM
